,Date,Retweets,Replies,Likes,Volume,positive_score,negative_score,neutral_score,positive_percentage,negative_percentage,neutral_percentage,positive_count,negative_count,neutral_count,General_score,Open,Close
2019-06-03 10:30:00,2019-06-03 10:30:00,0.058823529411764705,0.0,0.6470588235294118,17,0.12642270008869025,0.0230729950811056,0.8505043023649383,0.058823529411764705,0.0,0.9411764705882353,1,0,16,0.058823529411764705,159.02000427246094,160.1300048828125
2019-06-03 11:30:00,2019-06-03 11:30:00,0.05,0.3,0.55,20,0.13352740025147797,0.01966720721684393,0.8468053925782442,0.05,0.0,0.95,1,0,19,0.05,159.92999267578125,157.5749969482422
2019-06-03 12:30:00,2019-06-03 12:30:00,0.21428571428571427,0.14285714285714285,1.5714285714285714,14,0.08442526230854645,0.02684340193601584,0.8887313519205365,0.0,0.0,1.0,0,0,14,0.0,157.5800018310547,158.0800018310547
2019-06-03 13:30:00,2019-06-03 13:30:00,0.36,0.2,1.12,25,0.07447151213884352,0.03084188133478161,0.8946866154670715,0.0,0.0,1.0,0,0,25,0.0,157.8699951171875,155.91000366210938
2019-06-03 14:30:00,2019-06-03 14:30:00,0.125,0.0625,1.25,16,0.1419099799823016,0.0816669741179794,0.7764230407774448,0.125,0.0625,0.8125,2,1,13,0.0625,156.02000427246094,153.9600067138672
2019-06-03 15:30:00,2019-06-03 15:30:00,0.07692307692307693,0.15384615384615385,0.7692307692307693,26,0.11097463127225637,0.024957813716565157,0.8640675541873162,0.038461538461538464,0.0,0.9615384615384616,1,0,25,0.038461538461538464,154.00999450683594,154.8300018310547
2019-06-03 16:00:00,2019-06-03 16:00:00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,154.82,154.82
2019-06-04 10:30:00,2019-06-04 10:30:00,0.1111111111111111,0.05555555555555555,1.0,18,0.1340793165274792,0.017081991303712067,0.8488386852873696,0.05555555555555555,0.0,0.9444444444444444,1,0,17,0.05555555555555555,157.61000061035156,158.39999389648438
2019-06-04 11:30:00,2019-06-04 11:30:00,0.4,0.13333333333333333,1.6666666666666667,15,0.17793607575198014,0.019147288147360036,0.8029166353245576,0.06666666666666667,0.0,0.9333333333333333,1,0,14,0.06666666666666667,158.39999389648438,157.30999755859375
2019-06-04 12:30:00,2019-06-04 12:30:00,1.0714285714285714,0.14285714285714285,1.2857142857142858,14,0.08779397061360729,0.021307617758533726,0.8908984022481101,0.0,0.0,1.0,0,0,14,0.0,157.36000061035156,158.47500610351562
2019-06-04 13:30:00,2019-06-04 13:30:00,0.19230769230769232,0.11538461538461539,0.7692307692307693,26,0.1737663456453727,0.0426768510817335,0.7835567954641122,0.07692307692307693,0.0,0.9230769230769231,2,0,24,0.07692307692307693,158.48500061035156,158.7550048828125
2019-06-04 14:30:00,2019-06-04 14:30:00,0.5333333333333333,0.1,1.0333333333333334,30,0.1479636264964938,0.053556042475004985,0.798480328420798,0.1,0.03333333333333333,0.8666666666666667,3,1,26,0.06666666666666667,158.72000122070312,159.22000122070312
2019-06-04 15:30:00,2019-06-04 15:30:00,0.26666666666666666,0.3333333333333333,1.9666666666666666,30,0.17479455477247635,0.0594130259317656,0.7657924205064773,0.06666666666666667,0.03333333333333333,0.9,2,1,27,0.03333333333333333,159.22000122070312,159.89999389648438
2019-06-04 16:00:00,2019-06-04 16:00:00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,159.89,159.91
2019-06-05 10:30:00,2019-06-05 10:30:00,0.36363636363636365,0.09090909090909091,1.2272727272727273,22,0.1566803783855655,0.05650505787608295,0.7868145602670583,0.045454545454545456,0.045454545454545456,0.9090909090909091,1,1,20,0.0,159.22999572753906,160.55999755859375
2019-06-05 11:30:00,2019-06-05 11:30:00,0.46153846153846156,0.23076923076923078,1.5384615384615385,13,0.10833399313000529,0.01829663728578729,0.8733693636380709,0.0,0.0,1.0,0,0,13,0.0,160.66000366210938,160.4593963623047
2019-06-05 12:30:00,2019-06-05 12:30:00,0.16666666666666666,0.16666666666666666,1.5,12,0.0826150050076345,0.03491507788809634,0.8824699024359385,0.0,0.0,1.0,0,0,12,0.0,160.3300018310547,160.55999755859375
2019-06-05 13:30:00,2019-06-05 13:30:00,0.1111111111111111,0.16666666666666666,0.8333333333333334,18,0.13987335981801152,0.09229366201907394,0.767832981215583,0.1111111111111111,0.05555555555555555,0.8333333333333334,2,1,15,0.05555555555555555,160.5800018310547,160.9600067138672
2019-06-05 14:30:00,2019-06-05 14:30:00,0.9375,0.125,2.625,16,0.18135058064945042,0.015532186371274247,0.8031172342598438,0.125,0.0,0.875,2,0,14,0.125,161.02000427246094,161.0
2019-06-05 15:30:00,2019-06-05 15:30:00,0.25,0.2,1.8,20,0.14034347925335167,0.01775552423205221,0.8419010072946549,0.05,0.0,0.95,1,0,19,0.05,160.92999267578125,161.25999450683594
2019-06-05 16:00:00,2019-06-05 16:00:00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,161.31,161.31
2019-06-06 10:30:00,2019-06-06 10:30:00,1.0555555555555556,0.16666666666666666,1.8333333333333333,18,0.1443158149098356,0.019665377938912935,0.836018799079789,0.05555555555555555,0.0,0.9444444444444444,1,0,17,0.05555555555555555,158.8300018310547,159.99000549316406
2019-06-06 11:30:00,2019-06-06 11:30:00,1.0,0.0,2.2666666666666666,15,0.200616488729914,0.02227160992721712,0.7771119038263957,0.13333333333333333,0.0,0.8666666666666667,2,0,13,0.13333333333333333,160.00999450683594,159.41000366210938
2019-06-06 12:30:00,2019-06-06 12:30:00,0.13333333333333333,0.2,1.8666666666666667,15,0.1902802345653375,0.03968236160775021,0.7700373927752177,0.13333333333333333,0.0,0.8666666666666667,2,0,13,0.13333333333333333,159.38999938964844,159.46499633789062
2019-06-06 13:30:00,2019-06-06 13:30:00,0.12,0.28,0.64,25,0.16209247440099717,0.0239449067227542,0.8139626228809357,0.08,0.0,0.92,2,0,23,0.08,159.5,159.60499572753906
2019-06-06 14:30:00,2019-06-06 14:30:00,0.5294117647058824,0.47058823529411764,2.588235294117647,17,0.12518015887369122,0.09329001164502078,0.7815298210172092,0.058823529411764705,0.11764705882352941,0.8235294117647058,1,2,14,-0.058823529411764705,159.60499572753906,160.59500122070312
2019-06-06 15:30:00,2019-06-06 15:30:00,0.4,0.16666666666666666,1.6666666666666667,30,0.230920294765383,0.05388393572842078,0.7151957677056392,0.2,0.03333333333333333,0.7666666666666667,6,1,23,0.16666666666666666,160.55999755859375,161.16000366210938
2019-06-06 16:00:00,2019-06-06 16:00:00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,161.16,161.16
2019-06-07 10:30:00,2019-06-07 10:30:00,1.9166666666666667,0.08333333333333333,10.666666666666666,12,0.20230664762978753,0.023489529034122773,0.7742038182914257,0.16666666666666666,0.0,0.8333333333333334,2,0,10,0.16666666666666666,163.6699981689453,163.9199981689453
2019-06-07 11:30:00,2019-06-07 11:30:00,0.7692307692307693,0.38461538461538464,1.6923076923076923,13,0.16171377710998056,0.08526785997673866,0.7530183849426416,0.07692307692307693,0.07692307692307693,0.8461538461538461,1,1,11,0.0,163.91000366210938,164.86000061035156
2019-06-07 12:30:00,2019-06-07 12:30:00,0.0625,0.125,1.5625,16,0.10780288092792034,0.07700385560747235,0.815193266607821,0.0625,0.0625,0.875,1,1,14,0.0,164.8614044189453,165.26629638671875
2019-06-07 13:30:00,2019-06-07 13:30:00,0.375,0.125,2.875,16,0.15560395963257176,0.07366495070164088,0.770731087308377,0.0625,0.0625,0.875,1,1,14,0.0,165.32000732421875,165.99000549316406
2019-06-07 14:30:00,2019-06-07 14:30:00,0.2,0.3,1.25,20,0.15522831575945018,0.023591752815991587,0.8211799316108227,0.1,0.0,0.9,2,0,18,0.1,165.9600067138672,165.5399932861328
2019-06-07 15:30:00,2019-06-07 15:30:00,0.23809523809523808,0.09523809523809523,1.0,21,0.12989941771541322,0.07224087272992444,0.797859706339382,0.047619047619047616,0.047619047619047616,0.9047619047619048,1,1,19,0.0,165.50999450683594,165.36000061035156
2019-06-07 16:00:00,2019-06-07 16:00:00,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,165.3,165.3
